tempo,energy,valence,danceability,acousticness,loudness
79.471,0.00186,0.0907,0.131,0.994,-33.002
63.037,0.0039,0.0777,0.0632,0.987,-38.529
134.247,0.0039,0.144,0.214,0.995,-35.794
138.012,0.00389,0.0395,0.148,0.993,-37.419
69.504,0.000931,0.183,0.132,0.978,-35.376
69.119,0.017,0.155,0.147,0.995,-30.996
140.753,0.000998,0.108,0.139,0.958,-48.069
67.35,0.00187,0.038,0.133,0.993,-44.115
135.482,0.0155,0.0891,0.152,0.841,-37.541
68.518,0.00024,0.0779,0.193,0.77,-37.46
76.125,0.131,0.0379,0.193,0.979,-25.534
142.127,0.00159,0.0355,0.137,0.981,-38.056
136.305,0.00178,0.0378,0.158,0.995,-39.647
74.412,0.00718,0.197,0.27,0.97,-19.105
70.223,0.00109,0.125,0.0654,0.991,-46.556
73.841,0.00759,0.0338,0.182,0.932,-37.935
73.583,0.00184,0.147,0.175,0.994,-41.3
68.712,0.00229,0.113,0.15,0.985,-40.456
67.551,0.00514,0.0944,0.195,0.965,-38.693
72.004,0.00125,0.112,0.208,0.991,-47.067
141.008,0.00203,0.0968,0.137,0.904,-40.371
109.481,0.0058,0.0329,0.158,0.952,-36.471
89.764,0.0123,0.0379,0.1,0.848,-31.38
119.985,0.428,0.0382,0.32,0.00559,-12.204
124.006,0.623,0.179,0.508,0.0773,-10.908
140.001,0.718,0.419,0.409,0.574,-8.525
104.682,0.375,0.0785,0.153,0.0229,-12.276
110.097,0.542,0.0635,0.341,0.0794,-8.361
62.192,0.742,0.0625,0.0762,0.0079,-7.642
80.204,0.54,0.0506,0.262,0.877,-10.787
131.92,0.488,0.127,0.161,0.0589,-11.351
117.961,0.861,0.429,0.216,0.0082,-5.872
140.035,0.475,0.079,0.317,0.729,-10.762
89.956,0.572,0.0862,0.215,0.0036,-7.539
170.053,0.682,0.188,0.364,0.094,-10.618
130.118,0.738,0.271,0.432,0.000275,-9.921
130.007,0.625,0.12,0.303,0.171,-10.164
140.011,0.522,0.222,0.3,0.0473,-13.177
109.769,0.539,0.199,0.36,0.812,-13.352
140.021,0.906,0.59,0.478,0.0962,-6.781
128.325,0.769,0.039,0.396,0.197,-9.445
94.922,0.519,0.197,0.379,0.0463,-12.058
109.95,0.698,0.577,0.456,0.236,-8.403
147.025,0.562,0.325,0.43,0.0959,-11.001
85.823,0.417,0.0873,0.223,0.329,-10.799
139.843,0.598,0.203,0.363,0.342,-11.384
109.961,0.266,0.0577,0.176,0.951,-14.622
154.636,0.467,0.353,0.587,0.867,-12.392
126.06,0.344,0.106,0.375,0.81,-12.561
66.771,0.482,0.121,0.193,0.895,-13.311
145.522,0.223,0.0372,0.128,0.667,-16.005
99.936,0.54,0.311,0.322,0.765,-6.223
87.971,0.01,0.197,0.642,0.992,-25.164
103.206,0.345,0.253,0.236,0.79,-18.893
89.982,0.571,0.338,0.413,0.00236,-7.329
80.046,0.516,0.18,0.562,0.312,-11.84
80.645,0.254,0.0397,0.155,0.835,-11.739
114.996,0.937,0.607,0.561,2.04e-05,-5.051
66.833,0.00229,0.105,0.25,0.995,-40.887
121.86,0.601,0.187,0.419,0.0472,-12.041
69.386,0.348,0.0561,0.181,0.11,-12.796
115.897,0.132,0.0356,0.171,0.873,-22.437
79.91,0.334,0.0383,0.209,0.729,-15.702
143.861,0.738,0.39,0.551,0.117,-7.695
75.198,0.544,0.429,0.216,0.501,-10.725
76.519,0.541,0.078,0.251,0.00825,-14.774
119.963,0.539,0.214,0.473,0.229,-12.547
86.159,0.262,0.0702,0.134,0.97,-19.802
103.837,0.267,0.0648,0.262,0.623,-18.461
102.021,0.834,0.791,0.613,0.000599,-8.122
128.025,0.621,0.319,0.32,0.0429,-12.207
74.02,0.337,0.0369,0.215,0.868,-12.91
180.186,0.249,0.118,0.175,0.917,-14.043
150.059,0.947,0.511,0.485,6.63e-05,-9.425
128.594,0.0457,0.128,0.451,0.904,-18.026
94.965,0.535,0.0788,0.219,0.449,-13.862
158.641,0.608,0.284,0.463,0.243,-11.931
79.416,0.353,0.0399,0.1,0.2,-11.679
72.162,0.186,0.0363,0.0664,0.943,-17.679
114.473,0.162,0.0368,0.171,0.709,-15.387
132.679,0.187,0.212,0.303,0.989,-16.757
98.062,0.426,0.185,0.354,0.782,-8.704
95.989,0.413,0.595,0.686,0.103,-6.332
106.107,0.125,0.108,0.466,0.708,-11.579
79.81,0.256,0.334,0.542,0.903,-15.161
137.983,0.318,0.192,0.478,0.197,-16.528
71.855,0.271,0.279,0.325,0.73,-8.069
179.789,0.433,0.193,0.284,0.742,-10.01
175.854,0.373,0.347,0.391,0.894,-12.171
131.039,0.281,0.152,0.516,0.172,-10.991
95.204,0.36,0.26,0.454,0.969,-14.11
146.054,0.429,0.167,0.338,0.103,-8.517
65.057,0.0116,0.0331,0.0623,0.991,-27.893
72.808,0.0218,0.0664,0.104,0.988,-29.785
132.747,0.0539,0.0482,0.196,0.993,-28.217
77.314,0.0949,0.0366,0.178,0.993,-21.002
78.633,0.0846,0.0345,0.0902,0.946,-20.056
142.767,0.0759,0.0363,0.137,0.975,-25.74
135.276,0.118,0.0386,0.155,0.995,-22.038
68.649,0.0151,0.0656,0.2,0.991,-35.53
70.782,0.115,0.0389,0.123,0.987,-22.439
134.837,0.0422,0.0392,0.156,0.985,-28.174
131.97,0.0476,0.0538,0.162,0.941,-24.307
132.766,0.104,0.0461,0.164,0.977,-21.526
79.45,0.0611,0.0344,0.0873,0.994,-24.177
74.721,0.105,0.0406,0.128,0.973,-21.612
73.135,0.00683,0.0359,0.191,0.99,-33.714
128.137,0.17,0.038,0.208,0.948,-21.811
82.646,0.0144,0.0336,0.161,0.986,-30.883
122.977,0.105,0.0731,0.196,0.986,-23.818
75.575,0.0746,0.036,0.0816,0.989,-25.357
87.516,0.0286,0.0334,0.111,0.991,-30.35
71.775,0.0997,0.0465,0.14,0.989,-24.394
81.11,0.105,0.0388,0.134,0.994,-25.24
123.193,0.0768,0.0387,0.187,0.98,-23.199
104.157,0.0301,0.0342,0.149,0.968,-25.001
57.809,0.0293,0.0322,0.064,0.986,-24.309
122.003,0.933,0.763,0.816,0.0181,-6.973
118.997,0.766,0.286,0.718,0.00302,-7.737
120.019,0.7,0.0569,0.691,0.135,-9.648
122.062,0.751,0.0762,0.872,0.19,-8.339
121.996,0.822,0.714,0.704,0.000425,-9.628
123.024,0.739,0.536,0.635,0.000224,-8.897
119.98,0.706,0.245,0.533,0.0229,-8.968
119.997,0.895,0.0438,0.613,0.0106,-7.223
118.009,0.689,0.578,0.791,0.111,-9.959
149.61,0.784,0.549,0.425,0.185,-11.272
121.011,0.799,0.157,0.772,0.00128,-7.74
116.007,0.817,0.653,0.762,0.00271,-11.339
147.247,0.643,0.323,0.409,0.323,-8.591
153.07,0.728,0.287,0.788,0.17,-3.765
124.013,0.729,0.302,0.602,0.084,-5.306
105.952,0.616,0.0388,0.753,0.00583,-8.245
90.146,0.768,0.334,0.389,0.038,-4.765
140.064,0.482,0.608,0.736,0.327,-8.242
128.845,0.604,0.28,0.41,0.777,-3.453
110.252,0.41,0.219,0.416,0.843,-6.146
94.996,0.778,0.41,0.696,0.352,-4.653
130.096,0.76,0.495,0.512,0.299,-5.889
90.002,0.736,0.495,0.514,0.483,-4.364
149.898,0.426,0.137,0.532,0.639,-6.117
87.895,0.294,0.461,0.59,0.854,-8.125
131.076,0.499,0.104,0.343,0.665,-5.121
133.675,0.431,0.167,0.497,0.66,-4.755
138.66,0.446,0.214,0.406,0.739,-4.306
132.319,0.517,0.217,0.539,0.321,-5.244
131.985,0.817,0.625,0.604,0.016,-3.24
100.171,0.603,0.657,0.418,0.536,-9.379
75.021,0.838,0.449,0.533,0.102,-3.723
133.499,0.344,0.211,0.482,0.901,-6.002
102.038,0.834,0.555,0.603,0.353,-2.339
81.943,0.366,0.385,0.565,0.657,-8.611
135.221,0.515,0.199,0.387,0.686,-5.529
119.992,0.687,0.504,0.604,0.757,-5.13
110.989,0.839,0.702,0.756,0.193,-3.994
121.879,0.343,0.158,0.375,0.859,-7.224
95.047,0.592,0.305,0.694,0.742,-6.406
135.917,0.423,0.249,0.528,0.678,-7.381
122.973,0.501,0.298,0.642,0.837,-6.643
82.035,0.39,0.118,0.573,0.345,-8.017
111.961,0.735,0.502,0.643,0.0786,-3.703
92.157,0.48,0.815,0.853,0.0234,-9.052
169.874,0.515,0.289,0.669,0.746,-6.064
170.285,0.487,0.638,0.592,0.485,-9.052
80.015,0.434,0.926,0.851,0.52,-9.551
126.046,0.559,0.751,0.835,0.202,-8.09
150.151,0.731,0.812,0.676,0.0438,-5.253
145.997,0.448,0.727,0.789,0.126,-7.514
144.707,0.529,0.6,0.725,0.0908,-5.565
165.929,0.638,0.598,0.697,0.0216,-5.246
85.183,0.731,0.636,0.543,0.257,-6.736
149.877,0.647,0.82,0.732,0.654,-7.031
95.961,0.324,0.78,0.881,0.353,-10.11
150.043,0.668,0.741,0.773,0.374,-4.254
144.018,0.603,0.808,0.717,0.277,-7.108
126.956,0.687,0.716,0.883,0.647,-7.862
105.071,0.614,0.53,0.72,0.142,-7.877
93.984,0.815,0.52,0.751,0.345,-6.996
97.514,0.702,0.536,0.77,0.434,-7.898
91.986,0.785,0.644,0.781,0.264,-6.773
147.92,0.21,0.38,0.514,0.903,-15.23
87.479,0.342,0.206,0.478,0.871,-13.648
143.916,0.254,0.388,0.504,0.886,-12.507
87.492,0.23,0.418,0.754,0.693,-13.228
75.447,0.0697,0.25,0.528,0.921,-11.051
143.885,0.55,0.434,0.534,0.188,-8.047
137.989,0.426,0.173,0.618,0.723,-12.846
159.896,0.634,0.796,0.558,0.114,-5.629
131.052,0.226,0.246,0.507,0.804,-11.126
173.582,0.782,0.173,0.418,0.59,-5.281
90.007,0.337,0.35,0.565,0.919,-10.716
114.735,0.443,0.148,0.472,0.767,-8.325
87.993,0.484,0.247,0.525,0.587,-10.562
157.959,0.355,0.306,0.64,0.808,-12.288
75.478,0.101,0.309,0.568,0.899,-10.487
116.143,0.439,0.33,0.698,0.343,-9.737
119.946,0.707,0.273,0.414,0.0264,-4.651
130.004,0.717,0.394,0.704,0.333,-5.831
112.972,0.765,0.771,0.782,0.714,-5.309
117.978,0.941,0.72,0.701,0.0249,-5.114
143.869,0.543,0.241,0.33,0.0983,-8.617
118.174,0.85,0.698,0.64,0.1,-5.519
139.892,0.81,0.301,0.517,0.0806,-6.569
126.993,0.79,0.305,0.392,0.00662,-5.402
143.853,0.624,0.481,0.464,0.83,-4.771
72.397,0.781,0.659,0.465,0.386,-7.564
112.891,0.688,0.785,0.772,0.201,-9.39
148.166,0.555,0.284,0.303,0.736,-4.734
144.058,0.82,0.331,0.422,0.00432,-5.148
81.999,0.524,0.787,0.579,0.296,-7.764
139.456,0.61,0.273,0.313,0.295,-9.305
137.092,0.534,0.115,0.168,0.115,-7.976
153.999,0.713,0.396,0.419,0.465,-8.021
81.999,0.524,0.787,0.579,0.296,-7.764
137.762,0.754,0.12,0.43,0.00463,-7.088
149.791,0.642,0.387,0.53,0.171,-7.103
112.944,0.525,0.469,0.858,0.616,-13.455
159.983,0.742,0.389,0.333,0.109,-9.271
103.792,0.829,0.342,0.472,0.0991,-4.615
130.627,0.836,0.612,0.656,0.0186,-4.44
132.027,0.898,0.675,0.779,0.022,-4.589
113.012,0.785,0.471,0.718,0.118,-8.343
124.92,0.897,0.707,0.725,0.487,-3.521
126.993,0.79,0.305,0.392,0.00662,-5.402
69.982,0.477,0.263,0.651,0.682,-12.015
117.978,0.941,0.72,0.701,0.0249,-5.114
93.068,0.81,0.867,0.682,0.235,-5.25
112.891,0.688,0.785,0.772,0.201,-9.39
127.003,0.929,0.855,0.813,0.156,-4.813
125.085,0.604,0.155,0.264,0.0221,-6.828
80.872,0.802,0.377,0.26,0.013,-5.649
143.586,0.86,0.434,0.4,0.139,-4.899
89.853,0.496,0.295,0.591,0.501,-8.431
80.052,0.641,0.44,0.509,0.455,-4.837
148.008,0.612,0.117,0.311,0.00377,-5.944
143.853,0.624,0.481,0.464,0.83,-4.771
127.939,0.868,0.486,0.777,0.381,-6.726
129.933,0.864,0.877,0.787,0.232,-4.665
97.026,0.588,0.237,0.669,0.177,-6.902
98.022,0.663,0.736,0.819,0.643,-6.976
175.917,0.606,0.38,0.656,0.335,-5.948
180.219,0.702,0.674,0.711,0.00487,-10.048
140.055,0.737,0.717,0.858,0.284,-7.077
90.012,0.703,0.591,0.816,0.121,-7.642
137.953,0.905,0.926,0.83,0.172,-5.018
95.251,0.568,0.513,0.928,0.182,-4.022
85.075,0.837,0.893,0.598,0.185,-4.83
141.794,0.693,0.838,0.706,0.0123,-5.502
149.909,0.46,0.474,0.636,0.745,-8.036
95.992,0.456,0.534,0.816,0.529,-8.281
129.972,0.548,0.652,0.871,0.669,-8.912
120.069,0.447,0.391,0.856,0.744,-7.86
149.97,0.472,0.364,0.748,0.596,-9.266
150.015,0.644,0.446,0.749,0.0435,-6.558
100.042,0.684,0.483,0.769,0.0977,-6.113
140.032,0.752,0.236,0.788,0.0711,-3.823
144.005,0.622,0.644,0.715,0.237,-6.318
139.9,0.745,0.762,0.868,0.187,-5.82
112.617,0.558,0.362,0.683,0.0561,-7.947
129.188,0.928,0.6,0.452,0.000706,-3.133
147.009,0.848,0.738,0.63,0.075,-3.463
155.06,0.957,0.578,0.209,0.00306,-4.336
113.77,0.506,0.897,0.828,0.87,-10.297
104.717,0.482,0.741,0.83,0.767,-9.063
108.084,0.912,0.609,0.323,0.0219,-2.059
144.889,0.957,0.961,0.581,0.119,-2.324
79.949,0.934,0.776,0.373,0.00742,-6.581
151.18,0.973,0.81,0.405,0.00292,-2.835
141.085,0.752,0.897,0.461,0.0211,-8.738
111.676,0.967,0.611,0.398,0.000945,-3.232
149.881,0.903,0.828,0.461,0.00538,-6.124
136.16,0.489,0.361,0.347,0.287,-7.662
89.963,0.906,0.801,0.576,0.0507,-5.483
151.065,0.644,0.536,0.677,0.161,-9.337
82.524,0.624,0.851,0.763,0.408,-7.454
80.976,0.757,0.552,0.708,0.0362,-5.121
85.091,0.651,0.434,0.677,0.0706,-7.245
133.999,0.728,0.859,0.71,0.153,-4.736
139.989,0.771,0.703,0.655,0.0924,-4.606
74.995,0.726,0.961,0.781,0.241,-5.733
76.022,0.527,0.52,0.801,0.0192,-7.191
96.014,0.803,0.846,0.624,0.0154,-4.704
102.003,0.849,0.839,0.66,0.00458,-5.97
141.017,0.538,0.742,0.869,0.333,-6.239
77.6,0.65,0.793,0.674,0.0323,-6.021
117.644,0.392,0.963,0.774,0.406,-12.751
117.403,0.477,0.785,0.802,0.823,-12.882
123.195,0.531,0.947,0.707,0.0172,-9.62
120.753,0.449,0.791,0.634,0.565,-13.302
120.001,0.485,0.696,0.847,0.472,-10.652
122.509,0.379,0.545,0.7,0.8,-12.316
120.005,0.589,0.925,0.857,0.612,-6.889
103.728,0.47,0.678,0.779,0.581,-12.726
127.942,0.423,0.852,0.799,0.275,-10.155
140.046,0.412,0.75,0.73,0.757,-13.887
154.781,0.605,0.576,0.662,0.0323,-10.289
163.227,0.67,0.97,0.716,0.512,-9.614
128.222,0.209,0.807,0.662,0.864,-12.024
134.7,0.356,0.696,0.524,0.889,-6.831
121.014,0.399,0.849,0.645,0.811,-9.095
116.479,0.266,0.54,0.463,0.849,-11.204
115.803,0.332,0.427,0.567,0.601,-9.627
112.087,0.281,0.528,0.511,0.911,-8.761
117.325,0.257,0.488,0.527,0.742,-9.949
121.875,0.359,0.724,0.53,0.783,-8.459
123.064,0.339,0.602,0.593,0.837,-6.827
157.413,0.244,0.538,0.36,0.297,-14.016
101.9,0.664,0.946,0.914,0.431,-10.437
90.895,0.264,0.916,0.56,0.531,-16.773
96.105,0.377,0.319,0.7,0.201,-7.258
67.559,0.428,0.403,0.307,0.0578,-8.418
175.808,0.841,0.747,0.462,0.0343,-4.92
149.956,0.778,0.976,0.693,0.11,-7.807
167.366,0.649,0.973,0.789,0.29,-10.496
77.278,0.89,0.931,0.76,0.115,-5.152
172.226,0.393,0.517,0.414,0.215,-12.353
177.976,0.33,0.961,0.536,0.822,-13.939
96.059,0.337,0.734,0.776,0.96,-7.236
145.408,0.384,0.704,0.436,0.505,-13.446
121.01,0.34,0.781,0.85,0.807,-12.183
78.926,0.0987,0.412,0.497,0.989,-18.567
105.138,0.675,0.821,0.804,0.792,-8.997
99.444,0.619,0.889,0.6,0.0982,-10.252
105.677,0.338,0.202,0.368,0.872,-11.419
82.643,0.394,0.543,0.696,0.0554,-7.454
197.358,0.394,0.829,0.436,0.961,-7.924
131.552,0.309,0.595,0.62,0.91,-14.296
142.934,0.478,0.724,0.472,0.617,-5.847
119.992,0.782,0.655,0.727,0.0563,-8.529
119.995,0.721,0.571,0.756,0.0965,-9.453
122.971,0.851,0.0825,0.669,0.0913,-5.008
125.997,0.865,0.177,0.764,0.0118,-6.907
121.009,0.826,0.501,0.642,0.00406,-5.247
123.004,0.879,0.362,0.741,0.0841,-6.132
123.943,0.954,0.396,0.772,0.00444,-6.176
120.036,0.755,0.114,0.597,0.000135,-7.341
127.01,0.783,0.539,0.714,0.000178,-5.979
119.003,0.656,0.338,0.672,0.000577,-8.313
122.015,0.745,0.302,0.692,0.00184,-7.785
122.986,0.739,0.123,0.578,0.000969,-9.019
119.994,0.812,0.0977,0.662,0.00396,-7.719
121.999,0.873,0.348,0.735,0.00273,-3.971
122.021,0.777,0.446,0.672,0.00535,-7.994
119.988,0.708,0.586,0.675,0.0132,-7.42
123.946,0.714,0.067,0.696,0.0991,-9.122
122.013,0.811,0.196,0.645,0.00822,-6.177
118.006,0.901,0.12,0.625,0.486,-9.194
126.001,0.914,0.346,0.754,0.0275,-8.151
119.998,0.911,0.454,0.617,0.161,-7.846
120.051,0.653,0.0745,0.652,0.428,-9.869
122.978,0.726,0.122,0.7,0.132,-9.583
121.983,0.816,0.207,0.701,0.0112,-10.55
123.025,0.794,0.389,0.679,0.389,-9.803
129.996,0.878,0.563,0.521,0.158,-4.424
114.532,0.505,0.318,0.51,0.342,-13.053
121.873,0.8,0.108,0.655,0.0337,-11.549
129.995,0.128,0.263,0.571,0.949,-18.872
177.954,0.444,0.957,0.465,0.907,-23.11
120.024,0.306,0.211,0.643,0.958,-18.385
76.739,0.237,0.796,0.365,0.985,-28.82
179.42,0.665,0.188,0.265,0.107,-9.731
149.846,0.404,0.112,0.254,0.889,-14.197
79.158,0.204,0.0393,0.126,0.811,-21.014
94.989,0.923,0.199,0.633,0.474,-3.974
134.994,0.914,0.96,0.525,0.00679,-4.964
119.319,0.486,0.303,0.765,0.42,-14.671
129.028,0.93,0.236,0.852,0.0127,-7.02
79.147,0.988,0.273,0.508,0.0933,-4.262
159.957,0.851,0.152,0.219,0.1,-3.706
159.991,0.992,0.41,0.574,0.0129,-2.363
169.913,0.898,0.297,0.531,0.0761,-0.892
150.008,0.974,0.316,0.495,0.000396,-2.801
154.986,0.911,0.227,0.427,0.0289,-1.028
155.01,0.951,0.263,0.422,0.00552,-1.785
157.992,0.935,0.699,0.529,0.0279,-0.993
154.999,0.895,0.776,0.695,0.00125,-4.263
156.952,0.96,0.0903,0.598,0.0273,-1.194
154.984,0.726,0.155,0.342,0.00756,-6.274
100.02,0.996,0.461,0.569,0.198,-0.45
92.5,0.977,0.404,0.633,0.00131,1.075
155.063,0.877,0.125,0.337,0.00575,-5.74
153.064,0.902,0.211,0.432,0.00253,-5.566
150.086,0.917,0.411,0.584,0.0156,-4.989
157.275,0.987,0.276,0.688,0.104,-6.85
150.024,0.95,0.557,0.497,0.0699,-2.087
154.973,0.966,0.781,0.402,0.00482,-2.273
149.996,0.682,0.0856,0.237,0.00351,-5.343
155.046,0.995,0.0782,0.544,0.0323,-2.918
180.059,0.91,0.249,0.432,0.000751,-3.902
145.176,0.92,0.39,0.457,0.0137,-4.309
160.029,0.991,0.301,0.624,0.00869,-1.28
159.97,0.959,0.361,0.771,0.129,-0.75
160.02,0.998,0.124,0.522,0.000894,-3.728
154.974,0.963,0.154,0.452,0.0164,-2.786
150.065,0.944,0.404,0.5,0.0378,-1.975
159.944,0.97,0.386,0.533,0.06,-0.317
159.898,0.909,0.929,0.577,0.141,-3.746
159.915,0.993,0.182,0.599,0.0894,-1.494
154.955,0.914,0.0864,0.394,0.00732,-3.048
159.991,0.98,0.209,0.445,0.00321,-2.042
89.72,0.966,0.17,0.3,0.00106,-3.671
160.046,0.99,0.161,0.487,0.000595,-2.282
149.965,0.905,0.217,0.509,0.00573,-3.696
160.04,0.936,0.141,0.636,0.0198,-6.463
100.025,0.988,0.0634,0.567,0.0232,-2.879
165.054,0.896,0.173,0.332,0.0218,-4.649
160.04,0.864,0.464,0.557,0.0151,-4.574
154.915,0.925,0.585,0.498,0.0284,-4.161
154.952,0.803,0.368,0.553,0.00232,-5.066
145.019,0.989,0.553,0.676,0.0442,-2.731
105.513,0.341,0.163,0.701,0.499,-12.26
130.02,0.028,0.4,0.639,0.971,-29.729
129.368,0.107,0.146,0.367,0.862,-20.273
68.537,0.0621,0.0398,0.248,0.988,-31.174
104.541,0.0217,0.223,0.278,0.98,-37.438
90.041,0.339,0.0719,0.53,0.567,-16.973
95.193,0.0696,0.276,0.495,0.96,-31.384
134.986,0.134,0.0642,0.567,0.99,-25.988
79.487,0.116,0.299,0.324,0.986,-22.841
99.635,0.216,0.109,0.325,0.977,-17.214
171.226,0.232,0.47,0.287,0.904,-15.804
123.077,0.154,0.0489,0.242,0.975,-26.525
107.098,0.341,0.288,0.374,0.576,-17.532
108.622,0.563,0.158,0.333,0.645,-11.324
125.006,0.838,0.812,0.672,0.148,-10.685
122.433,0.846,0.481,0.742,0.0296,-7.296
120.002,0.901,0.656,0.598,0.00447,-5.332
125.021,0.771,0.251,0.726,0.000145,-7.76
123.825,0.947,0.36,0.513,0.000598,-6.678
101.018,0.553,0.463,0.846,0.392,-7.653
139.918,0.789,0.652,0.734,0.0345,-8.474
121.008,0.921,0.823,0.78,0.00954,-7.219
119.002,0.835,0.622,0.88,0.000374,-9.271
123.952,0.581,0.828,0.936,0.000779,-10.544
108.01,0.846,0.765,0.685,0.0154,-6.108
128.05,0.732,0.374,0.732,0.0011,-9.566
123.798,0.893,0.813,0.649,0.00368,-9.227
123.982,0.93,0.964,0.707,0.114,-8.479
118.022,0.935,0.822,0.666,0.0334,-4.99
108.082,0.841,0.139,0.854,0.00753,-7.504
123.844,0.581,0.681,0.651,0.00118,-8.5
120.013,0.628,0.744,0.679,0.000978,-9.078
110.104,0.864,0.759,0.773,0.0677,-8.639
115.0,0.719,0.857,0.71,0.00155,-4.868
129.994,0.938,0.595,0.612,2.51e-05,-7.253
124.013,0.676,0.548,0.809,0.0561,-7.803
110.038,0.866,0.825,0.633,0.00587,-6.025
124.986,0.757,0.905,0.707,0.00345,-9.052
119.961,0.937,0.301,0.53,0.0025,-5.143
128.012,0.907,0.607,0.617,0.000245,-4.58
125.941,0.689,0.968,0.696,0.000325,-8.777
115.984,0.923,0.435,0.738,0.173,-4.88
113.974,0.457,0.0733,0.652,0.841,-13.775
169.951,0.375,0.645,0.661,0.0566,-10.134
105.001,0.515,0.0984,0.671,0.815,-16.738
142.568,0.255,0.231,0.74,0.275,-7.293
170.084,0.754,0.457,0.564,0.0424,-8.849
86.393,0.181,0.647,0.686,0.652,-14.133
94.322,0.599,0.0545,0.377,0.00303,-10.281
139.914,0.487,0.0454,0.655,0.0347,-7.988
142.026,0.855,0.422,0.606,0.447,-8.923
139.688,0.118,0.049,0.251,0.898,-22.077
81.377,0.894,0.456,0.469,0.00024,-6.341
75.048,0.222,0.212,0.382,0.929,-24.021
119.942,0.705,0.163,0.543,0.00251,-5.779
130.019,0.68,0.504,0.729,0.219,-5.502
138.591,0.721,0.841,0.596,0.829,-6.611
139.927,0.651,0.36,0.741,0.154,-7.241
140.021,0.541,0.167,0.662,0.449,-7.236
140.819,0.648,0.665,0.593,0.233,-6.84
139.654,0.684,0.571,0.795,0.425,-4.413
143.989,0.712,0.386,0.495,0.414,-6.509
121.804,0.801,0.692,0.829,0.415,-3.4
140.041,0.73,0.734,0.83,0.187,-5.616
140.083,0.559,0.755,0.801,0.502,-9.192
141.903,0.636,0.482,0.802,0.462,-7.35
142.044,0.659,0.441,0.689,0.221,-7.974
111.976,0.49,0.528,0.87,0.0558,-10.947
139.849,0.78,0.558,0.733,0.459,-5.986
150.058,0.641,0.747,0.732,0.271,-7.627
141.958,0.84,0.598,0.728,0.164,-4.575
154.992,0.624,0.107,0.467,0.101,-6.804
140.042,0.786,0.643,0.737,0.683,-5.268
139.923,0.755,0.469,0.786,0.28,-2.827
142.689,0.864,0.897,0.621,0.099,-5.91
108.088,0.741,0.189,0.542,0.0643,-7.875
93.374,0.735,0.71,0.566,0.342,-9.475
138.054,0.622,0.658,0.794,0.315,-10.931
137.056,0.785,0.856,0.86,0.0348,-4.633
140.029,0.882,0.719,0.865,0.116,-6.341
135.026,0.74,0.946,0.767,0.0724,-11.585
140.434,0.613,0.42,0.563,0.813,-10.245
140.009,0.922,0.669,0.708,0.0439,-2.978
140.198,0.798,0.655,0.713,0.00452,-5.072
140.04,0.754,0.508,0.751,0.125,-3.677
90.999,0.708,0.859,0.652,0.055,-6.616
140.023,0.805,0.647,0.625,0.00649,-7.213
90.328,0.595,0.406,0.789,0.052,-7.188
171.723,0.811,0.487,0.435,0.0659,-2.969
141.999,0.722,0.395,0.891,0.0145,-8.2
135.144,0.604,0.492,0.898,0.0413,-4.184
138.878,0.891,0.612,0.395,0.0126,-9.04
139.969,0.733,0.633,0.839,0.063,-5.36
140.043,0.607,0.756,0.678,0.0751,-5.331
139.975,0.634,0.229,0.824,0.0193,-8.894
135.835,0.832,0.73,0.673,0.137,-7.273
128.023,0.645,0.394,0.663,0.443,-7.977
144.006,0.68,0.694,0.85,0.732,-6.18
140.969,0.471,0.644,0.863,0.251,-9.545
143.062,0.825,0.904,0.746,0.192,-4.457
141.176,0.75,0.961,0.807,0.17,-4.396
140.013,0.519,0.532,0.871,0.313,-6.549
147.171,0.71,0.795,0.8,0.463,-6.403
140.045,0.807,0.848,0.725,0.352,-4.332
142.965,0.792,0.623,0.855,0.552,-4.949
145.066,0.666,0.739,0.821,0.0954,-7.237
144.105,0.766,0.349,0.816,0.192,-4.759
143.052,0.713,0.803,0.723,0.495,-6.879
77.052,0.569,0.524,0.767,0.00988,-6.805
140.122,0.481,0.842,0.813,0.217,-6.71
140.012,0.419,0.255,0.877,0.0837,-14.419
139.927,0.62,0.638,0.811,0.1,-4.82
146.95,0.826,0.804,0.68,0.562,-2.561
150.035,0.596,0.793,0.848,0.5,-8.043
139.995,0.93,0.936,0.81,0.398,-5.857
124.015,0.621,0.638,0.892,0.496,-7.67
142.031,0.673,0.66,0.855,0.45,-7.58
140.994,0.803,0.895,0.759,0.413,-6.77
145.014,0.672,0.624,0.773,0.522,-5.885
143.176,0.616,0.782,0.826,0.313,-7.3
141.067,0.738,0.659,0.875,0.492,-6.205
127.054,0.651,0.161,0.66,0.000244,-6.306
127.008,0.66,0.489,0.795,0.173,-11.93
122.035,0.852,0.413,0.751,0.0469,-8.238
125.018,0.722,0.516,0.685,0.0017,-7.223
120.02,0.783,0.344,0.718,0.000912,-7.71
121.999,0.5,0.189,0.843,0.0258,-10.155
126.027,0.799,0.269,0.805,0.0253,-11.008
127.023,0.928,0.612,0.787,0.0391,-9.052
127.009,0.987,0.756,0.782,0.0358,-8.221
123.992,0.891,0.26,0.701,0.00621,-7.501
127.002,0.903,0.123,0.675,0.00103,-7.629
126.024,0.739,0.394,0.716,0.00209,-8.904
113.001,0.498,0.826,0.822,0.0489,-12.544
127.018,0.897,0.679,0.59,0.0106,-5.046
